,accident_id,acc_date,type,operator,registration,total_fatalities,total_occupants,aircraft_damage,phase,nature,depart_airport,destination_airport,location
1627,ACC1727,2013-09-25,Cessna 208,Morningstar Air Express,C-FEXV,1,1,Destroyed,En route (ENR),Training,"Sault Ste. Marie Airport, ON (YAM/CYAM), Canada","Sault Ste. Marie Airport, ON (YAM/CYAM), Canada","Hudson Bay, ON (Canada)"
1628,ACC1728,2013-10-06,Pilatus Britten-Norman BN-2,Air Flamenco,N909GD,1,1,Damaged beyond repair,En route (ENR),Cargo,"Vieques Airport (VQS/TJCG), Puerto Rico","Culebra Airport (CPX/TJCP), Puerto Rico","6,5 km (4.1 mls) W off Cayo Luis Peña (Puerto Rico)"
1630,ACC1730,2013-10-10,de Havilland Canada DHC-6,MASwings,9M-MDM,2,16,Substantial,Landing (LDG),Domestic Scheduled Passenger,"Kota Kinabalu Airport (BKI/WBKK), Malaysia","Kudat Airport (KUD/WBKT), Malaysia",Kudat Airport (KUD) (Malaysia)
1633,ACC1733,2013-10-14,Cessna 208,AereoServicio Guerrero,XA-TXM,14,14,Destroyed,En route (ENR),Domestic Scheduled Passenger,"Loreto Airport (LTO/MMLT), Mexico","Ciudad Constitución Airport (CUA/MMDA), Mexico",26 km (16.3 mls) W of Loreto Airport (LTO) (Mexico)
1636,ACC1736,2013-11-10,Fairchild SA227,Bearskin Airlines,C-FFZN,5,7,Destroyed,Approach (APR),Domestic Scheduled Passenger,"Sioux Lookout Airport, ON (YXL/CYXL), Canada","Red Lake Airport, ON (YRL/CYRL), Canada","ca 0,8 km S of Red Lake Airport, ON (YRL) (Canada)"
1638,ACC1738,2013-11-19,Learjet 35,Aero J.L.,XA-USD,4,4,Destroyed,Initial climb (ICL),Ferry/positioning,"Fort Lauderdale International Airport, FL (FLL/KFLL), United States of America","Cozumel Airport (CZM/MMCZ), Mexico","5 km (3.1 mls) NE off Fort Lauderdale International Airport, FL (FLL) (United States of America)"
1640,ACC1740,2013-11-25,Cessna 208,Tropic Air,P2-SAH,3,10,Substantial,En route (ENR),Domestic Non Scheduled Passenger,"Kamusi Airport (KUY), Papua New Guinea","Purari Airstrip, Papua New Guinea",Kibeni (Papua New Guinea)
1642,ACC1742,2013-11-29,Cessna 208,Era Alaska,N12373,4,10,Destroyed,Approach (APR),Domestic Scheduled Passenger,"Bethel Airport, AK (BET/PABE), United States of America","Saint Mary's Airport, AK (KSM/PASM), United States of America","1,6 km (1 mls) SE of Saint Mary's Airport, AK (KSM) (United States of America)"
1643,ACC1743,2013-11-29,Embraer ERJ 190,Linhas Aéreas de Moçambique - LAM,C9-EMC,33,33,Destroyed,En route (ENR),International Scheduled Passenger,"Maputo International Airport (MPM/FQMA), Mozambique","Luanda Airport (LAD/FNLU), Angola",Bwabwata National Park (Namibia)
1644,ACC1744,2013-12-04,Britten-Norman BN-2,Heringer Táxi Aéreo,PT-WMY,5,5,Destroyed,Initial climb (ICL),Ambulance,"Pikany Indian Airstrip, PA, Brazil","Novo Progresso Airport, PA (NPR/SJNP), Brazil","0,5 km (0.3 mls) W of Pikany Indian Airstrip, PA (Brazil)"
1646,ACC1746,2013-12-11,Cessna 208,Makani Kai Air,N687MA,1,9,Substantial,Initial climb (ICL),Domestic Scheduled Passenger,"Kalaupapa Airport, HI (LUP/PHLU), United States of America","Honolulu International Airport, HI (HNL/PHNL), United States of America","ca 800 m N off Kalaupapa Airport, HI (LUP) (United States of America)"
1648,ACC1748,2014-01-05,Canadair CL-600,Vineland Corporation,N115WF,1,3,Destroyed,Landing (LDG),Private,"Tucson International Airport, AZ (TUS/KTUS), United States of America","Aspen Airport, CO (ASE/KASE), United States of America","Aspen-Pitkin County Airport, CO (ASE) (United States of America)"
1650,ACC1750,2014-01-18,Cessna 208,Trans Guyana Airways,8R-GHS,2,2,Destroyed,En route (ENR),Cargo,"Olive Creek Airport (SYOC), Guyana","Imbaimadai Airport (IMB/SYIB), Guyana","4,3 km (2.7 mls) SSW of Olive Creek (Guyana)"
1653,ACC1753,2014-02-16,de Havilland Canada DHC-6,Nepal Airlines,9N-ABB,18,18,Destroyed,En route (ENR),Domestic Scheduled Passenger,"Pokhara Airport (PKR/VNPK), Nepal","Jumla Airport (JUM/VNJL), Nepal",7 km (4.4 mls) NW of Sandhikhark (Nepal)
1658,ACC1758,2014-04-08,Cessna 208,Hageland Aviation Services,N126AR,2,2,Destroyed,En route (ENR),Training,"Bethel Airport, AK (BET/PABE), United States of America","Bethel Airport, AK (BET/PABE), United States of America","ca 60 km SE of Bethel, AK (United States of America)"
1661,ACC1761,2014-05-27,Beechcraft B200,Kowzef S.A.,LV-CNT,5,9,Destroyed,En route (ENR),Executive,"San Fernando Airport, BA (SADF), Argentina","Carmelo/Zagarzazú International Airport (SUCM), Uruguay",10 km (6.3 mls) SW off Carmelo/Zagarzazú International Airport (Uruguay)
1666,ACC1766,2014-06-18,IAI 1124,Synfuels Holdings Finance LLC,N793BG,3,3,Destroyed,Takeoff (TOF),Training,"Huntsville International Airport, AL (HSV/KHSV), United States of America","Birmingham Airport, AL (BHM/KBHM), United States of America","Huntsville International Airport, AL (HSV) (United States of America)"
1672,ACC1772,2014-07-23,ATR 72,TransAsia Airways,B-22810,48,58,Destroyed,Approach (APR),Domestic Scheduled Passenger,"Kaohsiung International Airport (KHH/RCKH), Taiwan","Magong Airport (MZG/RCQC), Taiwan","0,8 km (0.5 mls) NE of Magong Airport (MZG) (Taiwan)"
1674,ACC1774,2014-08-30,Antonov AN-12,Ukraine Air Alliance,UR-DWF,7,7,Destroyed,En route (ENR),Cargo,"Tamanrasset Airport (TMR/DAAT), Algeria","Bamako Airport (BKO/GABS), Mali",15 km (9.4 mls) S of Tamanrasset Airport (TMR) (Algeria)
1678,ACC1778,2014-11-14,British Aerospace BAE-748,Global Airlift,5Y-BVQ,2,3,Damaged beyond repair,Landing (LDG),Cargo,"Juba Airport (JUB/HSSJ), South Sudan","Panyagor Airstrip, South Sudan",Panyagor Airstrip (South Sudan)
1685,ACC1785,2014-12-28,Britten-Norman BN-2,Air Services Limited,8R-GHE,2,2,Missing,En route (ENR),Cargo,"Mahdia Airport (MHA/SYMD), Guyana","Karisparu Airport (SYKU), Guyana",within Guyana (Guyana)
1687,ACC1787,2015-01-20,Antonov AN-2,Olimp Air,UP-A0314,6,7,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,"Balkhash Airport (BXH/UAAH), Kazakhstan","Shatyrkul Mine, Kazakhstan",20 km (12.5 mls) from Shatyrkul Mine (Kazakhstan)
1688,ACC1788,2015-02-11,Beechcraft 1900,Aeropanamericano,YV1674,4,4,Destroyed,Initial climb (ICL),Ferry/positioning,"Miami Executive Airport, FL (TMB/KTMB), United States of America","Providenciales International Airport (PLS/MBPV), Turks and Caicos Islands","4,5 km (2.8 mls) W of Miami Executive Airport, FL (TMB) (United States of America)"
1695,ACC1795,2015-04-13,Swearingen SA226,Carson Air,C-GSKC,2,2,Destroyed,En route (ENR),Cargo,"Vancouver International Airport, BC (YVR/CYVR), Canada","Prince George Airport, BC (YXS/CYXS), Canada","11 km (6.9 mls) N of North Vancouver, BC (Canada)"
1698,ACC1798,2015-05-09,Airbus A400,Airbus Industrie,EC-403,4,6,Destroyed,Approach (APR),Test,"Sevilla Airport (SVQ/LEZL), Spain","Sevilla Airport (SVQ/LEZL), Spain",ca 4 km NE of Sevilla Airport (SVQ) (Spain)
1702,ACC1802,2015-05-16,Antonov AN-2,Klaipedos avialinijos,LY-AET,2,2,Damaged beyond repair,En route (ENR),Ferry/positioning,"Kattleberg Airport, Sweden","Klaipeda Airport (KLJ/EYKL), Lithuania","116 km (72.5 mls) off Klaipeda, Lithuania [Baltic Sea] (Atlantic Ocean)"
1704,ACC1804,2015-06-02,Swearingen SA226,Aeronaves TSM,XA-UKP,5,5,Destroyed,En route (ENR),Test,"Querétaro Intercontinental Airport (QRO/MMQT), Mexico","Querétaro Intercontinental Airport (QRO/MMQT), Mexico",near Querétaro Airport (QRO) (Mexico)
1708,ACC1808,2015-06-25,de Havilland Canada DHC-3,Promech Air,N270PA,9,9,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Rudyerd Bay, AK, United States of America","Ketchikan Harbor Seaplane Base, AK (WFB), United States of America","near Ella Lake, Misty Fjords National Monument, AK (United States of America)"
1714,ACC1814,2015-08-01,Antonov AN-2,Aero West,YR-PEG,1,2,Destroyed,Takeoff (TOF),Agricultural,"Stancuta Airstrip, Romania","Stancuta Airstrip, Romania",Stancuta (Romania)
1715,ACC1815,2015-08-20,Let L-410,Dubnica Air,OM-ODQ,4,19,Destroyed,En route (ENR),Parachuting,"Dubnica Airport (LZDB), Slovakia","Dubnica Airport (LZDB), Slovakia",Cervený Kamen (Slovakia)
1716,ACC1816,2015-08-20,Let L-410,Dubnica Air,OM-SAB,3,19,Destroyed,En route (ENR),Parachuting,"Dubnica Airport (LZDB), Slovakia","Dubnica Airport (LZDB), Slovakia",Cervený Kamen (Slovakia)
1726,ACC1826,2015-10-03,Beechcraft B200,London Executive Aviation,G-BYCP,2,2,Destroyed,Initial climb (ICL),Ferry/positioning,"Stapleford Airport (EGSG), United Kingdom","Brize Norton RAF Station (BZZ/EGVN), United Kingdom","near Chigwell, Essex (United Kingdom)"
1731,ACC1831,2015-12-07,Eclipse 500,Dixco Transport (Pty) Ltd,ZS-DKS,1,1,Destroyed,En route (ENR),Private,"Lanseria Airport (HLA/FALA), South Africa","Cape Town International Airport (CPT/FACT), South Africa","33 km (20.6 mls) SW of Swellendam, Western Cape (South Africa)"
1732,ACC1832,2015-12-11,Cessna 208,Wasaya Airways,C-FKDL,1,1,Destroyed,En route (ENR),Cargo,"Pickle Lake Airport, ON (YPL/CYPL), Canada","Angling Lake/Wapekeka Airport, ON (YAX), Canada","28 km (17.5 mls) NE of Pickle Lake Airport, ON (Canada)"
1736,ACC1836,2016-01-18,Cessna 525,Donald L. Baker,N711BX,2,2,Destroyed,En route (ENR),Private,"Salt Lake City International Airport, UT (SLC/KSLC), United States of America","Tucson International Airport, AZ (TUS/KTUS), United States of America","1,9 km (1.2 mls) SW of Cedar Fort, UT (United States of America)"
1738,ACC1838,2016-02-06,Antonov AN-2,Light Air,RA-40204,3,3,Destroyed,En route (ENR),Survey/research,"Sterlitamark Airfield, Russia","Orsk Airport (OSW/UWOR), Russia","Gay, Orenburg Oblast (Russia)"
1739,ACC1839,2016-02-24,Viking Air DHC-6,Tara Air,9N-AHH,23,23,Destroyed,En route (ENR),Domestic Scheduled Passenger,"Pokhara Airport (PKR/VNPK), Nepal","Jomsom Airport (JMO/VNJS), Nepal","Dana, Myagdi district (Nepal)"
1741,ACC1841,2016-03-09,Antonov AN-26,True Aviation,S2-AGZ,3,4,Destroyed,Approach (APR),Cargo,"Cox's Bazar Airport (CXB/VGCB), Bangladesh","Jessore Airport (JSR/VGJR), Bangladesh",3 km (1.9 mls) W off Cox's Bazar Airport (CXB) (Bangladesh)
1743,ACC1843,2016-03-19,Boeing 737,flydubai,A6-FDN,62,62,Destroyed,Approach (APR),International Scheduled Passenger,"Dubai Airport (DXB/OMDB), United Arab Emirates","Rostov Airport (ROV/URRR), Russia",Rostov Airport (ROV) (Russia)
1748,ACC1848,2016-04-13,PADC/Pilatus Britten-Norman BN-2,Sunbird Aviation PNG,P2-SBC,12,12,Destroyed,Approach (APR),Domestic Non Scheduled Passenger,"Tekin Airport (TKW/AYTN), Papua New Guinea","Kiunga Airport (UNG/AYKI), Papua New Guinea","1,2 km (0.8 mls) W of Kiunga Airport (UNG) (Papua New Guinea)"
1753,ACC1853,2016-05-18,Antonov AN-12,Silk Way Airlines,4K-AZ25,7,9,Destroyed,Takeoff (TOF),Ferry/positioning,"Dwyer Airport (DWR/OADY), Afghanistan","Mary Airport (MYP/UTAM), Turkmenistan",Dwyer Airport (DWR) (Afghanistan)
1758,ACC1858,2016-06-30,Antonov AN-2,Krasnokutske Flight School of Civil Aviation,RA-33462,2,2,Destroyed,Maneuvering (MNV),Agricultural,"Novopokrovskoye Airstrip, Russia","Novopokrovskoye Airstrip, Russia","2 km (1.3 mls) from Novopokrovskoye, Balashov district (Russia)"
1759,ACC1859,2016-07-01,Ilyushin IL-76,Russian Ministry of Emergency Situations,RA-76840,10,10,Destroyed,En route (ENR),Fire fighting,"Irkutsk Airport (IKT/UIII), Russia","Irkutsk Airport (IKT/UIII), Russia","9 km (5.6 mls) ESE Rybnyi Uyan, Kachug region (Russia)"
1772,ACC1872,2016-10-14,Cessna 208,National Parachute Test Center - NPTC,N208KM,1,11,Substantial,En route (ENR),Parachuting,"Dunnellon/Marion County Airport, FL, United States of America","Dunnellon/Marion County Airport, FL, United States of America","Dunnellon/Marion County Airport, FL (United States of America)"
1784,ACC1884,2017-01-26,Grumman G-73,private,VH-CQA,2,2,Damaged beyond repair,Maneuvering (MNV),Demonstration,"Serpentine Airport, WA (YSEN), Australia","Serpentine Airport, WA (YSEN), Australia","Swan River, Perth, WA (Australia)"
1791,ACC1891,2017-03-27,IRMA/Britten-Norman BN-2,ETA Air Charter,C9-AOV,6,6,Damaged beyond repair,Approach (APR),Int'l Non Scheduled Passenger,"Beira Airport (BEW/FQBR), Mozambique","Mutare Airfield (UTA/FVMU), Zimbabwe",ca 23 km SE of Mutare Airport (UTA) (Zimbabwe)
1796,ACC1896,2017-04-12,Cessna 208,Spirit Avia Sentosa,PK-FSO,1,1,Destroyed,En route (ENR),Cargo,"Tanahmerah Airport (TMH/WAKT), Indonesia","Oksibil Airport (OKL/WAJO), Indonesia",13 km (8.1 mls) N of Oksibil Airport (OKL) (Indonesia)
1801,ACC1901,2017-05-01,Cessna 208,Grant Aviation,N803TH,1,1,Destroyed,En route (ENR),Domestic Scheduled Passenger,"Port Heiden Airport, AK (PTH/PAPH), United States of America","Perryville Airport, AK (KPV/PAPE), United States of America","Chignik, AK (United States of America)"
1814,ACC1914,2017-07-25,PADC/Pilatus Britten-Norman BN-2,Roraima Airways,8R-GRA,1,1,Damaged beyond repair,Approach (APR),Cargo,"Ekereku Airport (EKE), Guyana","Eteringbang Airport (SYET), Guyana","0,25 km (0.2 mls) from Eteringbang Airport (Guyana)"
1819,ACC1919,2017-09-02,Antonov AN-2,private,RA-35171,2,2,Destroyed,Maneuvering (MNV),Demonstration,"Chernoye Airport, Russia","Chernoye Airport, Russia",Chernoye Airport (Russia)
1826,ACC1926,2017-10-03,Antonov AN-28,East Wing,UP-A2807,5,5,Destroyed,En route (ENR),Ambulance,"Almaty Airport (ALA/UAAA), Kazakhstan","Shymkent Airport (CIT/UAII), Kazakhstan",28 km (17.5 mls) WNW of Almaty Airport (ALA) (Kazakhstan)
1828,ACC1928,2017-10-12,Embraer EMB-120,Guicango,D2-FDO,7,7,Destroyed,En route (ENR),Ambulance,"Dundo Airport (DUE/FNDU), Angola","Luanda Airport (LAD/FNLU), Angola",119 km (74.4 mls) SW of Dundo (Angola)
1830,ACC1930,2017-10-19,Beechcraft 200,Air Majoro,OB-2077-P,1,14,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Contamana Airport (SPCM), Peru","Pucallpa Airport (PCL/SPCL), Peru",near Nuevo Saposoa (Peru)
1834,ACC1934,2017-11-07,Antonov AN-2,DalTransAero,RA-02305,1,2,Destroyed,Approach (APR),Cargo,"Ekimchan (UHBP), Russia","Udskoye Airstrip, Russia","Ekimchan, Amur region (Russia)"
1836,ACC1936,2017-11-15,Let L-410,Khabarovsk Avia,RA-67047,6,7,Destroyed,Approach (APR),Domestic Scheduled Passenger,"Chumikan Airport (UHHY), Russia","Nelkan Airport (UHNX), Russia","1,2 km (0.8 mls) SSW of Nelkan Airport (Russia)"
1841,ACC1941,2017-12-14,Cessna 510,Skytaxi Luftfahrt,OE-FWD,3,3,Destroyed,Approach (APR),Executive,"Egelsbach Airfield (EDFE), Germany","Friedrichshafen Airport (FDH/EDNY), Germany","Sieberatsreute, Waldburg (Germany)"
1854,ACC1954,2018-05-16,Cessna 208,Makalu Air,9N-AJU,2,2,Destroyed,En route (ENR),Cargo,"Surkhet Airport (SKH/VNSK), Nepal","Simikot Airport (IMK/VNST), Nepal",Bahun Khark (Nepal)
1868,ACC1968,2018-07-27,Antonov AN-2,Air Kasai,9S-GFS,5,7,Damaged beyond repair,Initial climb (ICL),Domestic Scheduled Passenger,"Kamako Airstrip, Congo (Democratic Republic)","Nsumbula Airstrip, Congo (Democratic Republic)",3 km (1.9 mls) E of Kamako Airstrip (Congo (Democratic Republic))
1869,ACC1969,2018-08-04,Junkers JU-52,Ju-Air,HB-HOT,20,20,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Locarno Air Base (LSMO), Switzerland","Dübendorf Air Base (LSMD), Switzerland","1,2 km (0.8 mls) SW of Piz Segnas (Switzerland)"
1879,ACC1979,2018-09-28,Boeing 737,Air Niugini,P2-PXE,1,47,Substantial,Approach (APR),Domestic Scheduled Passenger,"Pohnpei Airport (PNI/PTPN), Micronesia","Chuuk/Weno International Airport (TKK/PTKK), Micronesia","0,5 km (0.3 mls) from Chuuk/Weno International Airport (TKK) (Micronesia)"
1884,ACC1984,2018-12-08,Pilatus Britten-Norman BN-2,Par-Avion,VH-OBL,1,1,Destroyed,En route (ENR),Ferry/positioning,"Hobart Cambridge Airport, TAS (YCBG), Australia","Bathurst Harbour Airport, TAS (YBHB), Australia","101 km (63.1 mls) WSW of Hobart, TAS (Australia)"
1897,ACC1997,2019-05-13,de Havilland Canada DHC-3,Taquan Air,N959PA,1,11,Substantial,En route (ENR),Domestic Non Scheduled Passenger,"Rudyerd Bay, AK, United States of America","Ketchikan Harbor Seaplane Base, AK (WFB), United States of America","15 km (9.4 mls) NE of Ketchikan, AK (United States of America)"
1905,ACC2005,2019-07-26,Cessna 208,Seair Seaplanes,C-GURL,4,9,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Vancouver International Water Airport, BC, Canada","Hakai Pass Seaplane Base, BC (YHC), Canada","Addenbroke Island, BC (Canada)"
1909,ACC2009,2019-08-04,Antonov AN-2,DOSAAF,RT-15-305,1,2,Damaged beyond repair,Landing (LDG),Parachuting,"Fakhrabad Airfield, Tajikistan","Fakhrabad Airfield, Tajikistan",near Fakhrabad (Tajikistan)
1910,ACC2010,2019-08-06,Cessna 208,Alkan Air,C-FSKF,2,2,Destroyed,En route (ENR),Domestic Non Scheduled Passenger,"Rau Airstrip, YT, Canada","Mayo Airport, YT (YMA/CYMA), Canada","46 km (28.8 mls) ENE of Mayo Airport, YT (YMA) (Canada)"
1926,ACC2026,2019-11-24,Dornier 228,Busy Bee Congo,9S-GNH,21,22,Destroyed,Takeoff (TOF),Domestic Scheduled Passenger,"Goma Airport (GOM/FZNA), Congo (Democratic Republic)","Beni Airport (BNC/FZNP), Congo (Democratic Republic)",1 km (0.6 mls) S of Goma Airport (GOM) (Congo (Democratic Republic))
1929,ACC2029,2019-12-27,Fokker 100,Bek Air,UP-F1007,12,98,Destroyed,Takeoff (TOF),Domestic Scheduled Passenger,"Almaty Airport (ALA/UAAA), Kazakhstan","Nursultan Nazarbayev International Airport (NQZ/UACC), Kazakhstan",near Almaty Airport (ALA) (Kazakhstan)
1934,ACC2034,2020-01-23,Cessna S550,South African Civil Aviation Authority,ZS-CAR,3,3,Destroyed,En route (ENR),Survey/research,"George Airport (GRJ/FAGG), South Africa","George Airport (GRJ/FAGG), South Africa",5 km (3.1 mls) NW of Friemersheim (South Africa)
1935,ACC2035,2020-01-23,Lockheed EC-130,Coulson Aviation,N134CG,3,3,Destroyed,Maneuvering (MNV),Fire fighting,"Richmond RAAF Base, NSW (XRH/YSRI), Australia","Richmond RAAF Base, NSW (XRH/YSRI), Australia","near Cooma, NSW (Australia)"
1946,ACC2046,2020-03-17,Cessna 208,Planemasters,N274PM,1,1,Destroyed,En route (ENR),Cargo,"Wichita Dwight D. Eisenhower National Airport, KS (ICT/KICT), United States of America","Hays Municipal Airport, KS (HYS/KHYS), United States of America","NW of La Crosse, Rush County, KS (United States of America)"
1950,ACC2050,2020-05-04,Embraer EMB-120,African Express Airways,5Y-AXO,6,6,Destroyed,Approach (APR),Cargo,"Baidoa Airport (BIB/HCMB), Somalia","Bardale Airstrip, Somalia",near Bardale Airstrip (Somalia)
1955,ACC2055,2020-07-13,Antonov AN-2,Zeus-Avia,RA-40851,2,2,Destroyed,Maneuvering (MNV),Agricultural,"Bolshoye Boldino Airport (UWGB), Russia","Bolshoye Boldino Airport (UWGB), Russia","0,4 km (0.3 mls) SE of Kistenevo, Bolsheboldinsky district, Nizhny Novgorod region (Russia)"
1957,ACC2057,2020-07-19,Antonov AN-2,Phoenix Air,RA-71276,6,6,Destroyed,En route (ENR),Survey/research,"Kyren Airport, Russia","Kyren Airport, Russia","30 km (18.8 mls) W of Tagarkhay, Buryatia region (Russia)"
1961,ACC2061,2020-08-22,Antonov AN-26,South West Aviation,EX-126,7,8,Destroyed,Initial climb (ICL),Cargo,"Juba Airport (JUB/HSSJ), South Sudan","Wau Airport (WUU/HSWW), South Sudan",ca 4 km NW of Juba Airport (JUB) (South Sudan)
1976,ACC2076,2021-03-01,Beechcraft B300,Beidahuang General Airlines,B-10GD,5,5,Destroyed,En route (ENR),Agricultural,"Ganzhou Airport (KOW/ZSGZ), China","Ganzhou Airport (KOW/ZSGZ), China","Shanghu, Ji'an County (China)"
1977,ACC2077,2021-03-02,Let L-410,South Sudan Supreme Airlines,(HK-4274),10,10,Destroyed,Initial climb (ICL),Domestic Non Scheduled Passenger,"Pieri Airstrip, South Sudan","Yuai Airstrip, South Sudan",Pieri (South Sudan)
1992,ACC2092,2021-07-26,Bombardier CL-600,Aeolus Air Charter,N605TR,6,6,Destroyed,Approach (APR),Private,"Coeur d'Alene Airport/Pappy Boyington Field, ID (COE/KCOE), United States of America","Truckee Airport, CA (TKF/KTRK), United States of America","Truckee Airport, CA (TKF) (United States of America)"
1993,ACC2093,2021-07-26,Cessna 208,Skydive Binz,D-FLEC,1,1,Destroyed,Approach (APR),Parachuting,"Borkum Airfield (BMK/EDWR), Germany","Norderney Airfield (NRD/EDWY), Germany",S off Norderney Airfield (NRD) (Germany)
1996,ACC2096,2021-09-12,Let L-410,Aeroservice,RA-67042,4,16,Destroyed,Approach (APR),Domestic Scheduled Passenger,"Irkutsk Airport (IKT/UIII), Russia","Kazachinskoye Airport (UITK), Russia",3 km (1.9 mls) N of Kazachinskoye Airport (Russia)
1998,ACC2098,2021-09-15,de Havilland Canada DHC-6,Rimbun Air,PK-OTW,3,3,Destroyed,Approach (APR),Cargo,"Nabire Airport (NBX/WABI), Indonesia","Bilogai/Sugapa Airport (ZGP/WAYB), Indonesia","3,4 km (2.1 mls) from Bilogai/Sugapa Airport (ZGP) (Indonesia)"
2001,ACC2101,2021-10-10,Let L-410,DOSAAF,RF-94591,16,22,Damaged beyond repair,Approach (APR),Parachuting,"Menzelinsk Airport (UWKP), Russia","Menzelinsk Airport (UWKP), Russia","1,7 km (1.1 mls) E of Menzelinsk Airport (Russia)"
2005,ACC2105,2021-11-02,Antonov AN-26,Optimum Aviation,TR-NGT,5,5,Destroyed,Initial climb (ICL),Cargo,"Juba Airport (JUB/HJJJ), South Sudan","Maban Airstrip (HSMB), South Sudan","2,5 km (1.6 mls) N of Juba Airport (JUB) (South Sudan)"
2006,ACC2106,2021-11-03,Antonov AN-12,Grodno Aircompany,EW-518TI,9,9,Destroyed,Approach (APR),Ferry/positioning,"Yakutsk Airport (YKS/UEEE), Russia","Irkutsk Airport (IKT/UIII), Russia",3 km (1.9 mls) SE of Irkutsk Airport (IKT) (Russia)
